,open,high,low,close,adjclose,volume,ticker
1993-05-03,44.09375,44.3125,43.90625,44.3125,26.42646026611328,80500,SPY
1993-05-04,44.40625,44.625,44.34375,44.46875,26.51963996887207,149100,SPY
1993-05-05,44.46875,44.75,44.46875,44.59375,26.594186782836914,109000,SPY
1993-05-06,44.53125,44.5625,44.40625,44.4375,26.501012802124023,54700,SPY
1993-05-07,44.46875,44.46875,44.28125,44.34375,26.445087432861328,68000,SPY
1993-05-10,44.40625,44.6875,44.40625,44.4375,26.501012802124023,113900,SPY
1993-05-11,44.4375,44.625,44.3125,44.625,26.61281967163086,42600,SPY
1993-05-12,44.4375,44.59375,44.4375,44.5625,26.575576782226562,31000,SPY
1993-05-13,44.375,44.375,44.0,44.03125,26.25872802734375,129100,SPY
1993-05-14,44.03125,44.15625,43.96875,44.0,26.240097045898438,63500,SPY
1993-05-17,44.125,44.15625,43.9375,44.15625,26.333267211914062,34000,SPY
1993-05-18,44.1875,44.21875,43.96875,44.125,26.314647674560547,105200,SPY
1993-05-19,44.125,45.03125,43.84375,45.03125,26.855091094970703,50200,SPY
1993-05-20,45.03125,45.15625,44.9375,45.15625,26.929643630981445,98200,SPY
1993-05-21,45.1875,45.25,44.71875,44.75,26.6873722076416,221400,SPY
1993-05-24,44.84375,45.09375,44.84375,44.9375,26.7991886138916,30500,SPY
1993-05-25,45.125,45.125,45.03125,45.03125,26.855091094970703,191800,SPY
1993-05-26,45.15625,45.625,45.125,45.59375,27.1905517578125,102400,SPY
1993-05-27,45.65625,45.65625,45.375,45.4375,27.097383499145508,53800,SPY
1993-05-28,45.40625,45.40625,45.0,45.21875,26.96693229675293,79100,SPY
1993-06-01,45.375,45.8125,45.3125,45.65625,27.227827072143555,28300,SPY
1993-06-02,45.53125,45.75,45.34375,45.59375,27.1905517578125,20300,SPY
1993-06-03,45.5,45.5,45.34375,45.4375,27.097383499145508,21600,SPY
1993-06-04,45.3125,45.3125,45.09375,45.28125,27.004196166992188,32000,SPY
1993-06-07,45.375,45.375,45.125,45.125,26.91100311279297,121400,SPY
1993-06-08,45.0,45.0,44.71875,44.71875,26.66872787475586,104500,SPY
1993-06-09,44.875,45.0625,44.8125,44.875,26.761911392211914,43300,SPY
1993-06-10,44.84375,44.9375,44.75,44.90625,26.780536651611328,17900,SPY
1993-06-11,45.0625,45.15625,44.90625,45.09375,26.892370223999023,647400,SPY
1993-06-14,45.15625,45.1875,45.03125,45.03125,26.855091094970703,64200,SPY
1993-06-15,45.09375,45.125,44.9375,44.9375,26.7991886138916,142400,SPY
1993-06-16,44.9375,45.03125,44.8125,45.03125,26.855091094970703,330900,SPY
1993-06-17,45.125,45.1875,45.03125,45.1875,26.94828224182129,37400,SPY
1993-06-18,44.84375,44.84375,44.5,44.5,26.726360321044922,58500,SPY
1993-06-21,44.625,44.625,44.53125,44.59375,26.78266716003418,29300,SPY
1993-06-22,44.65625,44.65625,44.5625,44.625,26.80142593383789,137500,SPY
1993-06-23,44.625,44.625,44.21875,44.21875,26.557424545288086,227600,SPY
1993-06-24,44.34375,44.8125,44.34375,44.8125,26.914037704467773,243700,SPY
1993-06-25,44.78125,44.90625,44.75,44.78125,26.895282745361328,44800,SPY
1993-06-28,45.0,45.28125,44.9375,45.28125,27.195585250854492,439900,SPY
1993-06-29,45.21875,45.21875,45.0,45.0625,27.064189910888672,207500,SPY
1993-06-30,45.125,45.21875,45.0,45.0625,27.064189910888672,437600,SPY
1993-07-01,45.125,45.125,44.875,44.9375,26.989116668701172,605700,SPY
1993-07-02,44.78125,44.8125,44.53125,44.6875,26.838964462280273,285400,SPY
1993-07-06,44.625,44.75,44.15625,44.21875,26.557424545288086,246400,SPY
1993-07-07,44.1875,44.40625,44.1875,44.34375,26.632509231567383,343700,SPY
1993-07-08,44.375,44.9375,44.3125,44.84375,26.932825088500977,248200,SPY
1993-07-09,44.84375,44.96875,44.75,44.96875,27.00789451599121,378200,SPY
1993-07-12,44.90625,44.96875,44.84375,44.9375,26.989116668701172,373700,SPY
1993-07-13,44.96875,45.09375,44.65625,44.90625,26.970340728759766,389600,SPY
1993-07-14,44.9375,45.1875,44.90625,45.0625,27.064189910888672,617300,SPY
1993-07-15,45.03125,45.03125,44.78125,44.875,26.951576232910156,443800,SPY
1993-07-16,44.90625,44.9375,44.6875,44.75,26.876508712768555,216400,SPY
1993-07-19,44.75,44.75,44.59375,44.71875,26.857725143432617,188200,SPY
1993-07-20,44.6875,44.84375,44.46875,44.84375,26.932825088500977,68500,SPY
1993-07-21,44.78125,44.8125,44.65625,44.8125,26.914037704467773,142700,SPY
1993-07-22,44.75,44.8125,44.5,44.5,26.726360321044922,632400,SPY
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.857725143432617,286200,SPY
1993-07-26,44.84375,45.0625,44.84375,44.96875,27.00789451599121,121300,SPY
1993-07-27,45.0,45.03125,44.78125,44.9375,26.989116668701172,92800,SPY
1993-07-28,44.84375,44.9375,44.78125,44.84375,26.932825088500977,30800,SPY
1993-07-29,44.9375,45.21875,44.875,45.09375,27.082965850830078,331000,SPY
1993-07-30,45.09375,45.09375,44.78125,44.84375,26.932825088500977,75300,SPY
1993-08-02,44.90625,45.125,44.90625,44.96875,27.00789451599121,41300,SPY
1993-08-03,45.0625,45.1875,44.84375,45.0,27.026657104492188,81600,SPY
1993-08-04,45.0,45.09375,44.875,45.0,27.026657104492188,434000,SPY
1993-08-05,45.0,45.0,44.84375,44.90625,26.970340728759766,36800,SPY
1993-08-06,45.03125,45.0625,44.90625,44.96875,27.00789451599121,402300,SPY
1993-08-09,45.09375,45.34375,45.0,45.21875,27.158056259155273,828200,SPY
1993-08-10,45.1875,45.21875,45.125,45.1875,27.139270782470703,604900,SPY
1993-08-11,45.15625,45.3125,45.15625,45.1875,27.139270782470703,542200,SPY
1993-08-12,45.3125,45.3125,44.90625,45.0625,27.064189910888672,303700,SPY
1993-08-13,45.09375,45.15625,45.09375,45.125,27.101728439331055,103500,SPY
1993-08-16,45.15625,45.5,45.15625,45.375,27.251882553100586,241800,SPY
1993-08-17,45.34375,45.53125,45.34375,45.53125,27.345731735229492,369300,SPY
1993-08-18,45.6875,45.875,45.65625,45.78125,27.495868682861328,414300,SPY
1993-08-19,45.8125,45.8125,45.71875,45.78125,27.495868682861328,28500,SPY
1993-08-20,45.6875,45.8125,45.65625,45.8125,27.514633178710938,80700,SPY
1993-08-23,45.625,45.75,45.625,45.71875,27.458337783813477,15600,SPY
1993-08-24,45.71875,46.21875,45.71875,46.21875,27.758628845214844,273400,SPY
1993-08-25,46.21875,46.4375,46.15625,46.25,27.777395248413086,242300,SPY
1993-08-26,46.28125,46.53125,46.09375,46.28125,27.796167373657227,120000,SPY
1993-08-27,46.15625,46.25,46.15625,46.25,27.777395248413086,25700,SPY
1993-08-30,46.28125,46.5,46.28125,46.4375,27.89000129699707,183500,SPY
1993-08-31,46.40625,46.5625,46.34375,46.5625,27.965085983276367,66500,SPY
1993-09-01,46.40625,46.59375,46.40625,46.5,27.927553176879883,136500,SPY
1993-09-02,46.53125,46.59375,46.3125,46.34375,27.83370018005371,472400,SPY
1993-09-03,46.3125,46.4375,46.25,46.375,27.852468490600586,630500,SPY
1993-09-07,46.375,46.4375,46.0,46.0625,27.664791107177734,196400,SPY
1993-09-08,46.0625,46.0625,45.59375,45.90625,27.57094955444336,269900,SPY
1993-09-09,45.71875,46.03125,45.71875,46.0,27.627256393432617,239200,SPY
1993-09-10,46.125,46.4375,46.0625,46.40625,27.871240615844727,106500,SPY
1993-09-13,46.5625,46.5625,46.4375,46.4375,27.89000129699707,66900,SPY
1993-09-14,46.3125,46.3125,46.09375,46.25,27.777395248413086,184500,SPY
1993-09-15,46.0625,46.40625,45.90625,46.375,27.852468490600586,101000,SPY
1993-09-16,46.3125,46.34375,46.15625,46.1875,27.739866256713867,54300,SPY
1993-09-17,45.875,45.90625,45.75,45.8125,27.686080932617188,200900,SPY
1993-09-20,45.875,45.96875,45.4375,45.4375,27.459453582763672,57800,SPY
1993-09-21,45.5,45.5625,44.8125,45.28125,27.365018844604492,318200,SPY
1993-09-22,45.4375,45.71875,45.375,45.65625,27.591636657714844,439700,SPY
1993-09-23,45.78125,45.9375,45.71875,45.90625,27.74272918701172,88500,SPY
1993-09-24,45.84375,45.875,45.71875,45.78125,27.667190551757812,53500,SPY
1993-09-27,46.125,46.28125,46.125,46.28125,27.9693660736084,274600,SPY
1993-09-28,46.3125,46.3125,46.15625,46.1875,27.9127197265625,158300,SPY
1993-09-29,46.1875,46.3125,45.96875,46.03125,27.81827163696289,221000,SPY
1993-09-30,46.03125,46.125,45.84375,45.9375,27.761619567871094,99300,SPY
1993-10-01,45.875,46.21875,45.8125,46.15625,27.893814086914062,22700,SPY
1993-10-04,46.21875,46.21875,46.09375,46.21875,27.931591033935547,1038500,SPY
1993-10-05,46.3125,46.3125,46.0,46.15625,27.893814086914062,436500,SPY
1993-10-06,46.1875,46.375,46.125,46.125,27.87493896484375,209200,SPY
1993-10-07,46.1875,46.1875,45.96875,46.0,27.799386978149414,59400,SPY
1993-10-08,46.125,46.15625,45.71875,46.0625,27.83716583251953,54400,SPY
1993-10-11,46.15625,46.25,46.15625,46.15625,27.893814086914062,467100,SPY
1993-10-12,46.21875,46.25,46.1875,46.21875,27.931591033935547,26200,SPY
1993-10-13,46.25,46.25,46.15625,46.21875,27.931591033935547,139100,SPY
1993-10-14,46.40625,46.8125,46.28125,46.8125,28.290409088134766,108100,SPY
1993-10-15,47.03125,47.15625,46.90625,47.0625,28.441497802734375,1502500,SPY
1993-10-18,47.03125,47.03125,46.875,46.9375,28.365957260131836,722400,SPY
1993-10-19,46.875,46.96875,46.59375,46.59375,28.15821647644043,880100,SPY
1993-10-20,46.75,46.75,46.5625,46.65625,28.19597053527832,230400,SPY
1993-10-21,46.6875,46.6875,46.53125,46.59375,28.15821647644043,56200,SPY
1993-10-22,46.65625,46.84375,46.375,46.375,28.0260009765625,390700,SPY
1993-10-25,46.40625,46.5625,46.28125,46.5,28.101564407348633,114500,SPY
1993-10-26,46.46875,46.5,46.3125,46.46875,28.082666397094727,186200,SPY
1993-10-27,46.40625,46.53125,46.40625,46.5,28.101564407348633,118400,SPY
1993-10-28,46.5625,46.96875,46.5625,46.84375,28.309295654296875,129600,SPY
1993-10-29,46.8125,46.875,46.78125,46.84375,28.309295654296875,80700,SPY
1993-11-01,46.78125,47.0,46.78125,46.96875,28.384830474853516,36400,SPY
1993-11-02,46.90625,47.0,46.65625,46.9375,28.365957260131836,262100,SPY
1993-11-03,46.90625,46.90625,46.125,46.34375,28.00713348388672,479100,SPY
1993-11-04,46.34375,46.34375,45.8125,45.84375,27.7049560546875,130400,SPY
1993-11-05,45.71875,46.0625,45.53125,46.0625,27.83716583251953,363200,SPY
1993-11-08,46.09375,46.25,45.96875,46.125,27.87493896484375,367600,SPY
1993-11-09,46.4375,46.46875,46.125,46.15625,27.893814086914062,246900,SPY
1993-11-10,46.15625,46.5,46.03125,46.5,28.101564407348633,46500,SPY
1993-11-11,46.5,46.625,46.34375,46.375,28.0260009765625,88900,SPY
1993-11-12,46.46875,46.75,46.4375,46.59375,28.15821647644043,108200,SPY
1993-11-15,46.6875,46.6875,46.4375,46.5625,28.13932228088379,243300,SPY
1993-11-16,46.65625,46.8125,46.46875,46.78125,28.271535873413086,492600,SPY
1993-11-17,46.8125,46.8125,46.40625,46.53125,28.120437622070312,39600,SPY
1993-11-18,46.46875,46.5625,46.28125,46.40625,28.044897079467773,240800,SPY
1993-11-19,46.25,46.375,46.21875,46.3125,27.988245010375977,106000,SPY
1993-11-22,46.1875,46.21875,45.875,46.03125,27.81827163696289,165300,SPY
1993-11-23,46.28125,46.3125,46.03125,46.28125,27.9693660736084,89700,SPY
1993-11-24,46.40625,46.5,46.34375,46.46875,28.082666397094727,77200,SPY
1993-11-26,46.59375,46.59375,46.46875,46.5,28.101564407348633,1019800,SPY
1993-11-29,46.625,46.71875,46.3125,46.3125,27.988245010375977,517500,SPY
1993-11-30,46.28125,46.5625,46.25,46.34375,28.00713348388672,230000,SPY
1993-12-01,46.59375,46.625,46.40625,46.40625,28.044897079467773,379200,SPY
1993-12-02,46.5,46.5625,46.40625,46.53125,28.120437622070312,352000,SPY
1993-12-03,46.5,46.71875,46.5,46.71875,28.233755111694336,306000,SPY
1993-12-06,46.78125,46.9375,46.78125,46.875,28.328168869018555,99500,SPY
1993-12-07,46.875,46.90625,46.78125,46.84375,28.309295654296875,88800,SPY
1993-12-08,46.84375,46.84375,46.78125,46.84375,28.309295654296875,146700,SPY
1993-12-09,46.84375,46.90625,46.625,46.6875,28.21486473083496,416500,SPY
1993-12-10,46.71875,46.71875,46.5,46.59375,28.15821647644043,412900,SPY
1993-12-13,46.59375,46.875,46.53125,46.875,28.328168869018555,273200,SPY
1993-12-14,46.90625,46.90625,46.53125,46.53125,28.120437622070312,41900,SPY
1993-12-15,46.59375,46.625,46.46875,46.46875,28.082666397094727,82600,SPY
1993-12-16,46.65625,46.65625,46.5625,46.625,28.177101135253906,78200,SPY
1993-12-17,46.40625,46.59375,46.375,46.5625,28.331945419311523,104700,SPY
1993-12-20,46.53125,46.65625,46.5,46.625,28.369976043701172,68800,SPY
1993-12-21,46.5625,46.5625,46.40625,46.46875,28.27490234375,205700,SPY
1993-12-22,46.59375,46.8125,46.5,46.78125,28.465065002441406,410300,SPY
1993-12-23,46.75,46.84375,46.6875,46.75,28.446054458618164,533800,SPY
1993-12-27,46.75,47.0,46.75,47.0,28.59815788269043,447100,SPY
1993-12-28,46.96875,47.125,46.9375,47.09375,28.65520668029785,880600,SPY
1993-12-29,47.125,47.15625,47.0,47.03125,28.617162704467773,266700,SPY
1993-12-30,47.0,47.0,46.75,46.84375,28.503103256225586,219900,SPY
1993-12-31,46.9375,47.0,46.5625,46.59375,28.350961685180664,312900,SPY
1994-01-03,46.59375,46.65625,46.40625,46.46875,28.27490234375,960900,SPY
1994-01-04,46.53125,46.65625,46.46875,46.65625,28.389001846313477,164300,SPY
1994-01-05,46.71875,46.78125,46.53125,46.75,28.446054458618164,710900,SPY
1994-01-06,46.8125,46.84375,46.6875,46.75,28.446054458618164,201000,SPY
1994-01-07,46.84375,47.0625,46.71875,47.03125,28.617162704467773,775500,SPY
1994-01-10,47.09375,47.59375,46.96875,47.59375,28.959428787231445,593700,SPY
1994-01-11,47.5625,47.5625,47.34375,47.5,28.902395248413086,295200,SPY
1994-01-12,47.53125,47.53125,47.1875,47.34375,28.807327270507812,158400,SPY
1994-01-13,47.21875,47.3125,47.15625,47.21875,28.731279373168945,244300,SPY
1994-01-14,47.375,47.5,47.375,47.40625,28.84535789489746,137200,SPY
1994-01-17,47.40625,47.46875,47.3125,47.40625,28.84535789489746,17700,SPY
1994-01-18,47.46875,47.53125,47.375,47.46875,28.883386611938477,166400,SPY
1994-01-19,47.40625,47.46875,47.25,47.34375,28.807327270507812,200800,SPY
1994-01-20,47.40625,47.5,47.375,47.46875,28.883386611938477,281100,SPY
1994-01-21,47.53125,47.53125,47.34375,47.375,28.826339721679688,85600,SPY
1994-01-24,47.34375,47.5625,47.1875,47.1875,28.712249755859375,373800,SPY
1994-01-25,47.21875,47.25,47.09375,47.1875,28.712249755859375,310400,SPY
1994-01-26,47.1875,47.34375,47.125,47.3125,28.788299560546875,145100,SPY
1994-01-27,47.40625,47.8125,47.34375,47.75,29.05450439453125,344500,SPY
1994-01-28,47.9375,48.03125,47.875,47.875,29.130565643310547,356500,SPY
1994-01-31,48.0625,48.3125,48.0,48.21875,29.339738845825195,313800,SPY
1994-02-01,48.15625,48.15625,47.90625,47.96875,29.187625885009766,303600,SPY
1994-02-02,48.125,48.28125,48.09375,48.28125,29.377763748168945,307600,SPY
1994-02-03,48.1875,48.1875,47.90625,48.0625,29.24466323852539,466100,SPY
1994-02-04,48.0625,48.125,46.96875,46.96875,28.579143524169922,1403200,SPY
1994-02-07,46.84375,47.3125,46.84375,47.1875,28.712249755859375,516400,SPY
1994-02-08,47.28125,47.28125,47.03125,47.21875,28.731279373168945,188200,SPY
1994-02-09,47.25,47.4375,47.1875,47.40625,28.84535789489746,144600,SPY
1994-02-10,47.375,47.40625,47.0,47.0,28.59815788269043,883900,SPY
1994-02-11,47.03125,47.28125,46.8125,47.15625,28.693235397338867,519400,SPY
1994-02-14,47.0625,47.375,47.0,47.21875,28.731279373168945,2742100,SPY
1994-02-15,47.3125,47.5,47.25,47.46875,28.883386611938477,374700,SPY
1994-02-16,47.53125,47.53125,47.34375,47.4375,28.8643741607666,287600,SPY
1994-02-17,47.65625,47.6875,47.03125,47.15625,28.693235397338867,342400,SPY
1994-02-18,47.1875,47.21875,46.75,46.875,28.522111892700195,313300,SPY
1994-02-22,47.0,47.34375,47.0,47.34375,28.807327270507812,154500,SPY
1994-02-23,47.40625,47.4375,47.0625,47.21875,28.731279373168945,391700,SPY
1994-02-24,47.0625,47.0625,46.5625,46.59375,28.350961685180664,770800,SPY
1994-02-25,46.65625,46.8125,46.5625,46.8125,28.484060287475586,531300,SPY
1994-02-28,46.9375,47.0625,46.8125,46.8125,28.484060287475586,333000,SPY
1994-03-01,46.8125,46.90625,46.375,46.625,28.369976043701172,423600,SPY
1994-03-02,46.03125,46.6875,45.90625,46.6875,28.40801429748535,581500,SPY
1994-03-03,46.625,46.625,46.4375,46.5625,28.331945419311523,223200,SPY
1994-03-04,46.5625,46.8125,46.40625,46.6875,28.40801429748535,595800,SPY
1994-03-07,46.84375,47.0,46.84375,46.9375,28.56014060974121,539800,SPY
1994-03-08,46.96875,46.96875,46.6875,46.75,28.446054458618164,880300,SPY
1994-03-09,46.8125,47.0,46.59375,46.96875,28.579143524169922,2500100,SPY
1994-03-10,46.9375,46.9375,46.4375,46.59375,28.350961685180664,207400,SPY
1994-03-11,46.65625,46.90625,46.40625,46.84375,28.503103256225586,576600,SPY
1994-03-14,47.03125,47.03125,46.84375,46.90625,28.541128158569336,345900,SPY
1994-03-15,47.0,47.09375,46.84375,46.875,28.522111892700195,748600,SPY
1994-03-16,46.9375,47.25,46.78125,47.25,28.750268936157227,455500,SPY
1994-03-17,47.09375,47.3125,47.09375,47.25,28.750268936157227,133000,SPY
1994-03-18,46.75,47.03125,46.71875,46.96875,28.743995666503906,365500,SPY
1994-03-21,46.8125,46.9375,46.71875,46.84375,28.66751480102539,324800,SPY
1994-03-22,46.84375,47.0625,46.75,46.96875,28.743995666503906,435700,SPY
1994-03-23,46.9375,47.0625,46.90625,46.9375,28.724884033203125,698500,SPY
1994-03-24,46.75,46.84375,46.15625,46.375,28.380640029907227,1200500,SPY
1994-03-25,46.40625,46.53125,45.9375,45.9375,28.112905502319336,100900,SPY
1994-03-28,46.0,46.0625,45.59375,46.0,28.151145935058594,1117200,SPY
1994-03-29,46.0,46.03125,45.09375,45.09375,27.59653663635254,338400,SPY
1994-03-30,45.125,45.25,44.46875,44.46875,27.214038848876953,1123900,SPY
1994-03-31,44.46875,44.6875,43.53125,44.59375,27.29054832458496,788800,SPY
1994-04-04,43.34375,44.03125,43.34375,43.90625,26.86980628967285,2627300,SPY
1994-04-05,44.34375,44.8125,44.34375,44.8125,27.424407958984375,1179000,SPY
1994-04-06,44.875,44.90625,44.5,44.8125,27.424407958984375,516500,SPY
1994-04-07,44.78125,45.125,44.53125,45.03125,27.558284759521484,666100,SPY
1994-04-08,44.9375,44.9375,44.46875,44.6875,27.34792709350586,242400,SPY
1994-04-11,44.8125,45.0625,44.703125,44.875,27.462675094604492,203300,SPY
1994-04-12,44.921875,45.0,44.71875,44.8125,27.424407958984375,1409200,SPY
1994-04-13,44.796875,44.90625,44.25,44.578125,27.280986785888672,364100,SPY
1994-04-14,44.5,44.828125,44.40625,44.59375,27.29054832458496,419900,SPY
1994-04-15,44.578125,44.78125,44.515625,44.59375,27.29054832458496,387300,SPY
1994-04-18,44.640625,44.765625,44.15625,44.296875,27.108858108520508,369100,SPY
1994-04-19,44.25,44.53125,43.984375,44.359375,27.147104263305664,472200,SPY
1994-04-20,44.40625,44.515625,44.078125,44.3125,27.118419647216797,508000,SPY
1994-04-21,44.5,44.96875,44.34375,44.90625,27.481788635253906,200300,SPY
1994-04-22,45.015625,45.046875,44.734375,44.859375,27.453105926513672,301800,SPY
1994-04-25,44.84375,45.359375,44.84375,45.328125,27.739973068237305,394600,SPY
1994-04-26,45.265625,45.34375,45.1875,45.28125,27.711284637451172,399000,SPY
1994-04-28,45.1875,45.25,44.8125,44.953125,27.510482788085938,287000,SPY
1994-04-29,44.875,45.15625,44.8125,45.09375,27.59653663635254,481900,SPY
1994-05-02,45.09375,45.71875,44.9375,45.375,27.76865577697754,275000,SPY
1994-05-03,45.390625,45.40625,45.0625,45.328125,27.739973068237305,183400,SPY
1994-05-04,45.421875,45.421875,45.078125,45.25,27.692142486572266,401900,SPY
1994-05-05,45.296875,45.375,45.1875,45.1875,27.65389633178711,659800,SPY
1994-05-06,44.96875,44.96875,44.59375,44.75,27.386178970336914,216300,SPY
1994-05-09,44.625,44.75,44.28125,44.359375,27.147104263305664,499300,SPY
1994-05-10,44.578125,44.84375,44.546875,44.703125,27.35748863220215,583400,SPY
1994-05-11,44.65625,44.71875,44.171875,44.296875,27.108858108520508,210600,SPY
1994-05-12,44.578125,44.625,44.40625,44.515625,27.24275016784668,305200,SPY
1994-05-13,44.640625,44.640625,44.296875,44.515625,27.24275016784668,321300,SPY
1994-05-16,44.609375,44.75,44.515625,44.53125,27.25230598449707,450400,SPY
1994-05-17,44.5625,45.1875,44.5,45.1875,27.65389633178711,470200,SPY
1994-05-18,45.21875,45.6875,45.015625,45.515625,27.854726791381836,824800,SPY
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.988609313964844,531000,SPY
1994-05-20,45.65625,45.6875,45.5,45.5625,27.883398056030273,370400,SPY
1994-05-23,45.515625,45.53125,45.34375,45.484375,27.83559226989746,262700,SPY
1994-05-24,45.609375,45.84375,45.609375,45.671875,27.950347900390625,549600,SPY
1994-05-25,45.5,45.828125,45.34375,45.796875,28.026830673217773,738200,SPY
1994-05-26,45.78125,45.9375,45.734375,45.828125,28.045957565307617,369600,SPY
1994-05-27,45.75,45.875,45.671875,45.875,28.074649810791016,162000,SPY
1994-05-31,45.734375,45.90625,45.65625,45.8125,28.036405563354492,160000,SPY
1994-06-01,45.703125,46.015625,45.5625,46.015625,28.160701751708984,200500,SPY
1994-06-02,46.046875,46.046875,45.890625,45.96875,28.132022857666016,55100,SPY
